id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use,Feet,Inches,Weight,Exercise per Week,Exercise Time,Read Label,Taste,Price,Nutrition,Presentation,Appearance,Health,Parents Overweight,Final,Attend,Year,Semester,Class,Platform
93014,City College of San Francisco,Male,African American,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Somewhat difficult,6.0,6.0,122.0,Once a week,30 - 40 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.777106154,0.684210526,2016.0,Fall,102.0,EconLab
00554,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,No problem at all,5.0,5.0,120.0,2 to 4 days a week,40 - 50 minutes,Not too often,1.0,4.0,2.0,3.0,Yes,Yes,No,0.612190476,0.7428571429999999,2016.0,Fall,101.0,LaunchPad
49288,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,6.0,130.0,2 to 4 days a week,30 - 40 minutes,Sometime,4.0,1.0,3.0,2.0,Yes,Yes,No,0.542333333,0.725,2016.0,Fall,101.0,LaunchPad
96161,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,2.0,114.0,2 to 4 days a week,Over an hour,Often,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.844571429,0.914285714,2016.0,Fall,101.0,LaunchPad
90811,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,10.0,145.0,5 to 7 days a week,Over an hour,Often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.965833333,0.8918918920000001,2016.0,Fall,102.0,LaunchPad
18564,City College of San Francisco,Female,Asian,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,4.0,121.0,2 to 4 days a week,40 - 50 minutes,Not too often,4.0,3.0,2.0,1.0,Yes,Yes,No,0.68,0.9259259259999999,2016.0,Fall,101.0,LaunchPad
47206,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,10.0,175.0,2 to 4 days a week,Over an hour,Often,1.0,4.0,2.0,3.0,Yes,Yes,Not sure,0.858666667,0.828571429,2016.0,Fall,101.0,LaunchPad
08345,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,6.0,0.0,145.0,Once a week,30 - 40 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.719555556,0.625,2016.0,Fall,101.0,LaunchPad
08345,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,6.0,0.0,145.0,Once a week,30 - 40 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.68,0.72972973,2016.0,Fall,102.0,LaunchPad
27453,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,4.0,110.0,Once a week,Over an hour,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.8590000000000001,0.975,2016.0,Fall,101.0,LaunchPad
79870,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,118.0,I don't regularly exercise,30 - 40 minutes,Sometime,4.0,1.0,3.0,2.0,Yes,Yes,No,0.68,0.925,2016.0,Fall,101.0,LaunchPad
85130,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,4.0,102.0,I don't regularly exercise,10 - 20 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.600333333,1.0,2016.0,Fall,101.0,LaunchPad
56568,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,8.0,150.0,2 to 4 days a week,40 - 50 minutes,Never,3.0,4.0,1.0,2.0,Yes,Yes,No,0.591564444,0.972972973,2016.0,Fall,102.0,LaunchPad
03573,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,3.0,103.0,I don't regularly exercise,10 - 20 minutes,Sometime,4.0,3.0,2.0,1.0,Yes,Yes,No,0.840571429,0.944444444,2016.0,Fall,101.0,LaunchPad
09930,San Francisco State University,Female,African American,Local Student,Full time,Not too helpful,Somewhat effective,Not helping at all,Not too difficult,5.0,4.0,185.0,2 to 4 days a week,40 - 50 minutes,Never,2.0,1.0,4.0,3.0,Yes,Yes,Yes,0.419333333,0.95,2016.0,Fall,101.0,LaunchPad
67126,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,2.0,94.0,Once a week,30 - 40 minutes,Sometime,4.0,3.0,2.0,1.0,Yes,Yes,No,0.267777778,0.125,2016.0,Fall,101.0,LaunchPad
77729,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,3.0,115.0,I don't regularly exercise,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.8959999999999999,1.0,2016.0,Fall,101.0,LaunchPad
65678,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,11.0,135.0,I don't regularly exercise,10 - 20 minutes,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.9195555559999999,0.810810811,2016.0,Fall,102.0,LaunchPad
16954,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Very difficult,5.0,3.0,132.0,Once a week,20 - 30 minutes,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.78,1.0,2016.0,Fall,101.0,LaunchPad
32146,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,8.0,138.0,2 to 4 days a week,40 - 50 minutes,Not too often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.684666667,1.0,2016.0,Fall,101.0,LaunchPad
48665,San Francisco State University,Female,Others,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,4.0,5.0,130.0,2 to 4 days a week,Over an hour,Always,4.0,3.0,1.0,2.0,Yes,Yes,Yes,0.6073333329999999,0.95,2016.0,Fall,101.0,LaunchPad
91360,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,102.0,Once a week,30 - 40 minutes,Not too often,4.0,3.0,1.0,2.0,Yes,Yes,No,0.71447619,0.857142857,2016.0,Fall,101.0,LaunchPad
90317,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,3.0,120.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,Yes,0.642095238,0.944444444,2016.0,Fall,101.0,LaunchPad
04883,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,11.0,155.0,Once a week,30 - 40 minutes,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.8706666670000001,0.972972973,2016.0,Fall,102.0,LaunchPad
44294,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,10.0,150.0,Once a week,Over an hour,Always,3.0,1.0,2.0,4.0,Yes,Yes,No,0.900833333,1.0,2016.0,Fall,102.0,LaunchPad
57737,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,2.0,120.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.5343066670000001,0.783783784,2016.0,Fall,102.0,LaunchPad
65143,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,6.0,170.0,2 to 4 days a week,30 - 40 minutes,Sometime,1.0,4.0,3.0,2.0,Yes,Yes,Not sure,0.5437777779999999,0.775,2016.0,Fall,101.0,LaunchPad
60392,San Francisco State University,Female,Hispanic,International Student,Part time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,6.0,123.0,2 to 4 days a week,20 - 30 minutes,Often,2.0,3.0,4.0,1.0,Yes,Yes,No,0.682666667,0.95,2016.0,Fall,101.0,LaunchPad
02074,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,11.0,183.0,2 to 4 days a week,30 - 40 minutes,Always,3.0,1.0,2.0,4.0,Yes,Yes,Not sure,0.8340000000000001,0.914285714,2016.0,Fall,101.0,LaunchPad
45006,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,6.0,8.0,150.0,2 to 4 days a week,Over an hour,Sometime,4.0,1.0,3.0,2.0,Yes,Yes,No,0.685333333,0.75,2016.0,Fall,101.0,LaunchPad
27967,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult,5.0,2.0,120.0,I don't regularly exercise,30 - 40 minutes,Not too often,1.0,2.0,3.0,4.0,Yes,Yes,No,0.47003999999999996,0.648648649,2016.0,Fall,102.0,LaunchPad
01365,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Very difficult,5.0,8.0,165.0,5 to 7 days a week,40 - 50 minutes,Never,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.645333333,0.875,2016.0,Fall,101.0,LaunchPad
01430,University of San Francisco,Female,African American,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all,5.0,8.0,140.0,2 to 4 days a week,20 - 30 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.5590952379999999,0.828571429,2016.0,Fall,101.0,LaunchPad
27732,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,2.0,133.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.816,0.95,2016.0,Fall,101.0,LaunchPad
31909,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,2.0,114.0,2 to 4 days a week,40 - 50 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.711777778,0.775,2016.0,Fall,101.0,LaunchPad
15172,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Not too effective,Very helpful,Somewhat difficult,5.0,5.0,135.0,I don't regularly exercise,Over an hour,Often,2.0,4.0,1.0,3.0,Yes,Yes,No,0.68,1.0,2016.0,Fall,102.0,LaunchPad
32905,San Francisco State University,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult,5.0,6.0,112.0,2 to 4 days a week,Over an hour,Sometime,1.0,4.0,2.0,3.0,Yes,Yes,No,0.68,0.775,2016.0,Fall,101.0,LaunchPad
57897,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,3.0,110.0,I don't regularly exercise,10 - 20 minutes,Never,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.722226667,0.72972973,2016.0,Fall,102.0,LaunchPad
95714,University of San Francisco,Female,Others,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,7.0,150.0,2 to 4 days a week,40 - 50 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.622190476,0.8611111109999999,2016.0,Fall,101.0,LaunchPad
36426,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,6.0,118.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.68,0.962962963,2016.0,Fall,101.0,LaunchPad
73136,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,8.0,187.0,I don't regularly exercise,30 - 40 minutes,Often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.781333333,1.0,2016.0,Fall,101.0,LaunchPad
85795,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all,4.0,11.0,94.0,Once a week,20 - 30 minutes,Sometime,2.0,4.0,3.0,1.0,No,Yes,No,0.8302857140000001,0.9259259259999999,2016.0,Fall,101.0,LaunchPad
84992,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,1.0,97.0,I don't regularly exercise,40 - 50 minutes,Sometime,1.0,4.0,2.0,3.0,Yes,Yes,No,0.621888889,1.0,2016.0,Fall,101.0,LaunchPad
12370,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult,5.0,10.0,130.0,2 to 4 days a week,20 - 30 minutes,Not too often,3.0,4.0,1.0,2.0,Yes,Yes,No,0.915333333,0.975,2016.0,Fall,101.0,LaunchPad
48689,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,7.0,157.0,2 to 4 days a week,10 - 20 minutes,Not too often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.966833333,1.0,2016.0,Fall,102.0,LaunchPad
71233,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,4.0,180.0,I don't regularly exercise,40 - 50 minutes,Not too often,2.0,1.0,4.0,3.0,Yes,Yes,No,0.754,0.775,2016.0,Fall,101.0,LaunchPad
97795,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,10.0,125.0,Once a week,40 - 50 minutes,Never,1.0,2.0,4.0,3.0,Yes,Yes,No,0.847142857,0.916666667,2016.0,Fall,101.0,LaunchPad
37599,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult,5.0,4.0,124.0,2 to 4 days a week,Over an hour,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.962666667,1.0,2016.0,Fall,101.0,LaunchPad
21832,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,10.0,170.0,5 to 7 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.7438325,0.6756756759999999,2016.0,Fall,102.0,LaunchPad
70351,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,4.0,8.0,110.0,2 to 4 days a week,Over an hour,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,Yes,0.6814622220000001,0.8918918920000001,2016.0,Fall,102.0,LaunchPad
63233,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,6.0,2.0,182.0,2 to 4 days a week,40 - 50 minutes,Often,1.0,2.0,3.0,4.0,Yes,Yes,Not sure,0.773666667,0.9,2016.0,Fall,101.0,LaunchPad
64160,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult,5.0,9.0,160.0,5 to 7 days a week,Over an hour,Often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.7819088890000001,1.0,2016.0,Fall,102.0,LaunchPad
53665,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult,5.0,5.0,128.0,Once a week,Over an hour,Never,3.0,2.0,1.0,4.0,Yes,Yes,No,0.6158888889999999,0.7,2016.0,Fall,101.0,LaunchPad
71906,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,2.0,160.0,Once a week,30 - 40 minutes,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.68,0.72972973,2016.0,Fall,102.0,LaunchPad
20754,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,Somewhat difficult,5.0,10.0,135.0,2 to 4 days a week,40 - 50 minutes,Sometime,4.0,2.0,1.0,3.0,Yes,Yes,No,0.716666667,0.95,2016.0,Fall,101.0,LaunchPad
19748,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Not too effective,Very helpful,No problem at all,5.0,10.0,170.0,2 to 4 days a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.788333333,1.0,2016.0,Fall,101.0,LaunchPad
11342,San Francisco State University,Male,White,Local Student,Part time,Somewhat helpful,Not too effective,Not too helpful,Somewhat difficult,6.0,1.0,175.0,2 to 4 days a week,30 - 40 minutes,Never,1.0,2.0,3.0,4.0,Yes,Yes,No,0.553111111,0.9,2016.0,Fall,101.0,LaunchPad
49859,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,3.0,107.0,I don't regularly exercise,20 - 30 minutes,Not too often,1.0,3.0,4.0,2.0,Yes,Yes,No,0.68,0.925,2016.0,Fall,101.0,LaunchPad
59806,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,3.0,150.0,2 to 4 days a week,Over an hour,Sometime,4.0,2.0,3.0,1.0,Yes,Yes,Yes,0.7526666670000001,0.975,2016.0,Fall,101.0,LaunchPad
10805,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult,5.0,9.0,180.0,I don't regularly exercise,20 - 30 minutes,Sometime,3.0,2.0,1.0,4.0,Yes,Yes,No,0.69,1.0,2016.0,Fall,101.0,LaunchPad
91465,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,3.0,110.0,I don't regularly exercise,30 - 40 minutes,Not too often,1.0,2.0,4.0,3.0,Yes,Yes,No,0.556126667,0.972972973,2016.0,Fall,102.0,LaunchPad
69676,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,5.0,7.0,170.0,Once a week,Over an hour,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.8323809520000001,0.942857143,2016.0,Fall,101.0,LaunchPad
93963,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,7.0,124.0,5 to 7 days a week,Over an hour,Often,2.0,1.0,4.0,3.0,No,Yes,No,0.68,1.0,2016.0,Fall,101.0,LaunchPad
60163,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,11.0,120.0,I don't regularly exercise,20 - 30 minutes,Sometime,3.0,2.0,4.0,1.0,Yes,Yes,No,0.637333333,0.95,2016.0,Fall,101.0,LaunchPad
11506,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult,5.0,11.0,170.0,Once a week,Over an hour,Sometime,1.0,4.0,3.0,2.0,Yes,Yes,No,0.7413333329999999,0.975,2016.0,Fall,101.0,LaunchPad
37334,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all,5.0,6.0,115.0,I don't regularly exercise,30 - 40 minutes,Not too often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.853,0.95,2016.0,Fall,101.0,LaunchPad
87494,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult,5.0,7.0,154.0,Once a week,Over an hour,Always,4.0,1.0,3.0,2.0,Yes,Yes,No,0.462984127,0.444444444,2016.0,Fall,101.0,LaunchPad
98748,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,1.0,135.0,2 to 4 days a week,Over an hour,Not too often,4.0,1.0,3.0,2.0,Yes,Yes,Yes,0.899428571,0.8857142859999999,2016.0,Fall,101.0,LaunchPad
10358,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult,6.0,0.0,170.0,2 to 4 days a week,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.75,0.825,2016.0,Fall,101.0,LaunchPad
20075,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult,5.0,3.0,110.0,Once a week,Over an hour,Sometime,1.0,2.0,4.0,3.0,Yes,No,Not sure,0.647333333,0.621621622,2016.0,Fall,102.0,LaunchPad
86191,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,Not too difficult,5.0,11.0,165.0,Once a week,Over an hour,Sometime,1.0,4.0,3.0,2.0,Yes,Yes,No,0.644238095,0.628571429,2016.0,Fall,101.0,LaunchPad
86978,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Not too effective,Not too helpful,No problem at all,5.0,7.0,145.0,5 to 7 days a week,Over an hour,Not too often,1.0,3.0,2.0,4.0,Yes,Yes,Yes,0.800333333,0.628571429,2016.0,Fall,101.0,LaunchPad
96952,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,2.0,103.0,I don't regularly exercise,10 - 20 minutes,Never,2.0,1.0,3.0,4.0,Yes,Yes,No,0.8745714290000001,0.8888888890000001,2016.0,Fall,101.0,LaunchPad
79197,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,115.0,2 to 4 days a week,30 - 40 minutes,Often,4.0,2.0,3.0,1.0,Yes,Yes,No,0.889833333,0.9459459459999999,2016.0,Fall,102.0,LaunchPad
10005,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,5.0,165.0,Once a week,Over an hour,Not too often,4.0,2.0,1.0,3.0,Yes,Yes,Yes,0.68,0.8918918920000001,2016.0,Fall,102.0,LaunchPad
82238,San Francisco State University,Male,White,Local Student,Part time,Not related,Somewhat effective,Very helpful,No problem at all,5.0,10.0,170.0,Once a week,30 - 40 minutes,Often,1.0,4.0,2.0,3.0,Yes,Yes,No,0.8846666670000001,0.875,2016.0,Fall,101.0,LaunchPad
71498,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,7.0,130.0,Once a week,Over an hour,Never,1.0,2.0,4.0,3.0,Yes,Yes,No,0.68,0.975,2016.0,Fall,101.0,LaunchPad
34241,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Struggle learning in this class,Not too helpful,Not too difficult,5.0,6.0,125.0,I don't regularly exercise,10 - 20 minutes,Often,4.0,2.0,3.0,1.0,Yes,Yes,No,0.632322222,0.621621622,2016.0,Fall,102.0,LaunchPad
20114,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,7.0,132.0,2 to 4 days a week,40 - 50 minutes,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.8713333329999999,1.0,2016.0,Fall,101.0,LaunchPad
66137,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,4.0,132.0,2 to 4 days a week,20 - 30 minutes,Sometime,2.0,3.0,1.0,4.0,Yes,Yes,No,0.741266667,1.0,2016.0,Fall,102.0,LaunchPad
08407,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,9.0,135.0,I don't regularly exercise,20 - 30 minutes,Not too often,3.0,2.0,4.0,1.0,Yes,Yes,No,0.909090794,0.684210526,2016.0,Fall,102.0,EconLab
05505,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,4.0,115.0,Once a week,10 - 20 minutes,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.692937778,0.864864865,2016.0,Fall,102.0,LaunchPad
57760,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,8.0,113.0,I don't regularly exercise,10 - 20 minutes,Often,3.0,1.0,2.0,4.0,Yes,Yes,No,0.709666667,1.0,2016.0,Fall,101.0,LaunchPad
40867,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all,5.0,8.0,150.0,Once a week,10 - 20 minutes,Never,2.0,4.0,3.0,1.0,Yes,Yes,No,0.68,0.756756757,2016.0,Fall,102.0,LaunchPad
12295,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all,5.0,2.0,130.0,2 to 4 days a week,Over an hour,Not too often,2.0,1.0,3.0,4.0,Yes,Yes,No,0.7556666670000001,1.0,2016.0,Fall,101.0,LaunchPad
17563,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all,5.0,2.0,120.0,2 to 4 days a week,Over an hour,Often,1.0,3.0,2.0,4.0,Yes,Yes,No,0.76062,0.864864865,2016.0,Fall,102.0,LaunchPad
57289,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult,5.0,5.0,145.0,Once a week,30 - 40 minutes,Sometime,1.0,3.0,2.0,4.0,Yes,Yes,No,0.679,0.810810811,2016.0,Fall,102.0,LaunchPad
66695,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult,5.0,6.0,122.0,Once a week,20 - 30 minutes,Sometime,2.0,1.0,3.0,4.0,Yes,Yes,No,0.8340000000000001,1.0,2016.0,Fall,101.0,LaunchPad
66747,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all,5.0,5.0,112.0,I don't regularly exercise,10 - 20 minutes,Sometime,1.0,2.0,3.0,4.0,Yes,Yes,No,0.8240000000000001,1.0,2016.0,Fall,101.0,LaunchPad
45603,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult,5.0,2.0,105.0,I don't regularly exercise,30 - 40 minutes,Sometime,2.0,1.0,4.0,3.0,Yes,Yes,No,0.706333333,0.95,2016.0,Fall,101.0,LaunchPad
35125,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult,5.0,9.0,175.0,5 to 7 days a week,Over an hour,Always,2.0,3.0,1.0,4.0,Yes,Yes,No,0.8324444440000001,0.7027027029999999,2016.0,Fall,102.0,LaunchPad
70252,City College of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,5.0,3.0,130.0,2 to 4 days a week,Over an hour,Sometime,1.0,4.0,2.0,3.0,Yes,Yes,Not sure,0.762459707,0.736842105,2016.0,Fall,102.0,EconLab
34850,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all,6.0,0.0,180.0,Once a week,Over an hour,Never,2.0,1.0,4.0,3.0,Yes,Yes,No,0.484,0.525,2016.0,Fall,101.0,LaunchPad
