id,School,Gender,Race,Local,Full Time,Future,Effectiveness,Online Supplement,Supplement Use
62596,San Francisco State University,Male,Hispanic,Local Student,Full time,Not too helpful,Somewhat effective,Very helpful,No problem at all
73291,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
80692,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
35617,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
11085,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
79544,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Somewhat difficult
10676,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
43256,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
93729,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
82872,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
85308,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all
03071,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
03727,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
46941,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Very effective,Very helpful,No problem at all
34368,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
84462,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
18756,City College of San Francisco,Male,Asian,Local Student,Part time,Very helpful,Very effective,Very helpful,No problem at all
76194,City College of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
08375,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
72291,City College of San Francisco,Female,Asian,Local Student,Part time,Somewhat helpful,Very effective,Very helpful,Not too difficult
11443,San Francisco State University,Male,Asian,International Student,Full time,Not too helpful,Not too effective,Not helping at all,Not too difficult
20127,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
47005,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
28819,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Not too effective,Not too helpful,Not too difficult
49994,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
71312,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
93014,City College of San Francisco,Male,African American,International Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Somewhat difficult
00554,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,No problem at all
49288,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,Not too difficult
96161,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
90811,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
18564,City College of San Francisco,Female,Asian,Local Student,Part time,Very helpful,Somewhat effective,Very helpful,Not too difficult
47206,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
08345,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
27453,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
79870,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
85130,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
56568,San Francisco State University,Male,Asian,Local Student,Full time,Not too helpful,Somewhat effective,Somewhat helpful,No problem at all
03573,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
09930,San Francisco State University,Female,African American,Local Student,Full time,Not too helpful,Somewhat effective,Not helping at all,Not too difficult
36489,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
67126,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
77729,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
65678,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
16954,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Very difficult
32146,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
48665,San Francisco State University,Female,Others,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
91360,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
90317,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
04883,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
44294,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
57737,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
65143,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
60392,San Francisco State University,Female,Hispanic,International Student,Part time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult
02074,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
45006,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
27967,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
01365,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Very difficult
01430,University of San Francisco,Female,African American,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all
14123,San Francisco State University,Male,African American,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
27732,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
31909,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
15172,San Francisco State University,Female,Asian,Local Student,Full time,Not too helpful,Not too effective,Very helpful,Somewhat difficult
32905,San Francisco State University,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
57897,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
59020,San Francisco State University,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
95714,University of San Francisco,Female,Others,International Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
36426,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
73136,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
85795,City College of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
84992,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
12370,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult
48689,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
71233,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
97795,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
53388,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
37599,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
21832,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
74612,University of San Francisco,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
70351,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
50691,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
63233,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
64160,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
84843,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Not helping at all,No problem at all
53665,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
71906,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
20754,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Not too helpful,Somewhat difficult
19748,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Not too effective,Very helpful,No problem at all
11342,San Francisco State University,Male,White,Local Student,Part time,Somewhat helpful,Not too effective,Not too helpful,Somewhat difficult
49859,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
59806,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
10805,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Not too helpful,Not too difficult
91465,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
69676,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
93963,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
60163,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
11506,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
37334,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
87494,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
98748,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
10358,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
20075,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
86191,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,Not too difficult
86978,University of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Not too effective,Not too helpful,No problem at all
96952,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
79197,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
89596,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
10005,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
82238,San Francisco State University,Male,White,Local Student,Part time,Not related,Somewhat effective,Very helpful,No problem at all
71498,San Francisco State University,Female,Others,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
34241,San Francisco State University,Female,Hispanic,Local Student,Full time,Not too helpful,Struggle learning in this class,Not too helpful,Not too difficult
20114,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
66137,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
08407,City College of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
05505,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
57760,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
40867,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
12295,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
17563,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
57289,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult
66695,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
66747,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
45603,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,Not too difficult
35125,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
70252,City College of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
34850,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
92254,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,No problem at all
95728,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
06724,San Francisco State University,Female,Hispanic,International Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
91655,University of San Francisco,Male,Asian,International Student,Full time,Not related,Somewhat effective,Somewhat helpful,Not too difficult
91171,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
83015,University of San Francisco,Female,White,Local Student,Full time,Not too helpful,Not too effective,Not too helpful,Not too difficult
02971,University of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
91297,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult
90495,University of San Francisco,Female,Others,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
46222,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
95914,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
96692,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
86652,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,No problem at all
83891,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
72945,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
47183,University of San Francisco,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
94696,University of San Francisco,Male,White,Local Student,Full time,Not too helpful,Not too effective,Not too helpful,Not too difficult
81914,City College of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
31285,San Francisco State University,Female,African American,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
09091,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Somewhat difficult
46144,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
63324,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
34213,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
74043,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
68370,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
40931,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
39105,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult
95437,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
00432,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Very difficult
77898,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
32913,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
62387,San Francisco State University,Female,White,Local Student,Full time,Not too helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
91480,University of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Very difficult
38920,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
96358,San Francisco State University,Female,White,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
21049,City College of San Francisco,Female,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
02818,University of San Francisco,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
16643,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
37037,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
59402,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,Not too difficult
33758,University of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
60174,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
92409,University of San Francisco,Male,Others,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
89707,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
83145,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
83469,City College of San Francisco,Male,Others,International Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
95201,University of San Francisco,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
41728,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Somewhat difficult
00616,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,No problem at all
97040,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
87078,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
90813,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
36613,City College of San Francisco,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
99992,University of San Francisco,Male,Asian,International Student,Full time,Very helpful,Somewhat effective,Not too helpful,Not too difficult
86864,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
25429,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
88002,University of San Francisco,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
46500,City College of San Francisco,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
86727,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
98766,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
09805,City College of San Francisco,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
84727,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
32556,City College of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
92214,University of San Francisco,Male,Asian,Local Student,Full time,Somewhat helpful,Struggle learning in this class,Somewhat helpful,No problem at all
92332,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
84235,University of San Francisco,Female,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
94646,San Francisco State University,Female,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
23149,City College of San Francisco,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
07547,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
00751,City College of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
55394,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
40289,City College of San Francisco,Male,White,Local Student,Part time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
24771,San Francisco State University,Female,Hispanic,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
77581,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
26141,City College of San Francisco,Female,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
35357,City College of San Francisco,Female,White,Local Student,Part time,Not too helpful,Struggle learning in this class,Not helping at all,Very difficult
00638,San Francisco State University,Female,Asian,International Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
75405,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
50642,San Francisco State University,Male,Others,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Very difficult
13182,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
57032,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
76461,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Not too difficult
88348,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
80305,San Francisco State University,Male,White,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,Not too difficult
45379,University of San Francisco,Female,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Somewhat difficult
04938,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,Somewhat difficult
34220,City College of San Francisco,Male,Asian,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
53413,San Francisco State University,Male,Asian,International Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
05386,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Somewhat difficult
37293,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
89383,City College of San Francisco,Male,White,Local Student,Full time,Very helpful,Very helpful,Very helpful,Not too difficult
80897,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Very effective,Very helpful,No problem at all
08228,San Francisco State University,Male,Asian,Local Student,Part time,Somewhat helpful,Somewhat effective,Not too helpful,Somewhat difficult
18818,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Somewhat helpful,Not too difficult
73837,San Francisco State University,Male,African American,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
70089,San Francisco State University,Male,Others,Local Student,Part time,Very helpful,Very effective,Somewhat helpful,Somewhat difficult
34168,San Francisco State University,Male,Others,Local Student,Full time,Very helpful,Not too effective,Somewhat helpful,No problem at all
33405,San Francisco State University,Male,Asian,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,Not too difficult
83456,University of San Francisco,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Not too helpful,No problem at all
70619,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Very difficult
00616,University of San Francisco,Female,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,No problem at all
41957,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
40678,San Francisco State University,Male,Asian,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
83905,San Francisco State University,Female,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,No problem at all
50883,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,Somewhat difficult
82731,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Somewhat effective,Very helpful,Not too difficult
85069,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Not too effective,Very helpful,Not too difficult
64743,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Very helpful,No problem at all
32428,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,No problem at all
00940,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,No problem at all
00502,City College of San Francisco,Male,African American,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
94858,San Francisco State University,Female,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
64539,San Francisco State University,Female,Asian,Local Student,Full time,Very helpful,Very effective,Somewhat helpful,No problem at all
32667,San Francisco State University,Male,Hispanic,Local Student,Full time,Somewhat helpful,Not too effective,Somewhat helpful,Not too difficult
22750,San Francisco State University,Male,Asian,International Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Somewhat difficult
50057,San Francisco State University,Female,Asian,Local Student,Full time,Somewhat helpful,Very effective,Somewhat helpful,Not too difficult
86145,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,No problem at all
32149,San Francisco State University,Male,African American,Local Student,Full time,Not too helpful,Somewhat effective,Very helpful,No problem at all
84504,San Francisco State University,Male,White,Local Student,Full time,Somewhat helpful,Not too effective,Not helping at all,No problem at all
49091,San Francisco State University,Male,Others,Local Student,Full time,Somewhat helpful,Somewhat effective,Somewhat helpful,Not too difficult
67131,San Francisco State University,Male,Hispanic,Local Student,Full time,Very helpful,Very effective,Very helpful,Not too difficult
33822,University of San Francisco,Female,African American,Local Student,Full time,Somewhat helpful,Very effective,Not helping at all,No problem at all
